"n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,10.7,9.99,"b",0,0,6678.63,692.87," 3 yrs",0,9,"4",7200,232.29,7200,"partial",3.03,171.5,"debt",232.29,692.87,"q2",6678.63,0,0,65000,521.37,4458,9,1
0,60.4,18.75,"a",0,0,766.29,7173.45," 3 yrs",0,12,"NA",6075,221.92,6075,"checked",9.75,1864.74,"other",225,7173.45,"q4",766.29,1,0,55500,5308.71,14252,9,1
0,40.5,15.22,"a",0,0,0,8070.75572192," 3 yrs",0,18,"10+",7125,247.76,7125,"checked",25.71,945.76,"debt",5348.8,8070.76,"q3",0,1,0,35000,7125,7292,11,2
0,54.2,15.61,"b",0,0,22675.57,4800.64," 5 yrs",0,20,"10+",25000,602.79,25000,"checked",18.01,2476.21,"debt",602.79,4800.64,"q4",22675.57,0,2,120000,2324.43,7752,13,0
0,50.1,10.99,"a",0,0,6686.07,698.28," 3 yrs",0,18,"NA",7200,235.69,7200,"checked",24.39,184.35,"debt",235.69,698.28,"q2",6686.07,1,0,22000,513.93,6912,6,0
0,38.4,9.17,"a",0,0,7491.2,3182.81," 3 yrs",0,54,"3",10000,318.79,10000,"partial",11.82,674.01,"debt",318.79,3182.81,"q2",7491.2,0,0,112000,2508.8,8403,18,0
0,34.7,11.53,"b",0,0,12904.46,4202.3," 3 yrs",0,26,"< 1",16000,527.85,16000,"unchecked",28.85,1106.76,"debt",527.85,4202.3,"q2",12904.46,0,0,46000,3095.54,17638,14,1
0,100.3,7.89,"b",0,0,27308.1,863.73," 3 yrs",0,31,"10+",28000,876,28000,"checked",20.08,171.83,"cc",876,863.73,"q1",27308.1,0,0,85000,691.9,37931,11,0
0,27.8,7.89,"b",0,0,11702.29,1621.18," 3 yrs",0,20,"10+",13000,406.72,13000,"partial",2.82,323.47,"cc",406.72,1621.18,"q1",11702.29,0,1,120000,1297.71,3782,6,1
0,75.1,12.12,"a",0,0,2598.51,21290.08," 3 yrs",0,16,"10+",20000,665.44,20000,"checked",14.03,3888.59,"debt",665.44,21263.48,"q2",2595.26,0,0,50000,17401.49,19307,7,1
0,44.9,6.39,"b",0,0,19849.94,6145.34," 3 yrs",0,32,"10+",25000,764.98,25000,"partial",11.88,995.28,"cc",764.98,6145.34,"q1",19849.94,0,1,115000,5150.06,11908,17,1
0,23.2,15.61,"a",0,0,0,14034.68," 3 yrs",0,48,"3",12500,437.06,12500,"unchecked",23.66,1534.68,"renovation",10111.98,14034.68,"q4",0,0,0,35000,12500,8937,12,1
0,100.2,10.99,"b",0,0,10234.62,446.88," 5 yrs",0,27,"3",10500,228.25,10500,"checked",32.64,181.5,"debt",228.25,446.88,"q2",10234.62,0,1,57587,265.38,17527,8,0
0,59.9,13.99,"b",0,0,10440.32,2028.91," 3 yrs",0,37,"NA",11800,403.24,11800,"checked",26.57,669.23,"debt",403.24,2028.91,"q3",10440.32,0,1,29500,1359.68,4133,10,0
0,46.6,11.55,"b",0,0,0,14390.2424764," 3 yrs",0,26,"10+",13000,429,13000,"checked",9.48,1390.24,"debt",9242.24,14390.24,"q2",0,0,1,40000,13000,13101,10,1
0,51.4,13.99,"b",0,0,14291.43,1372.48," 5 yrs",0,17,"10+",15000,348.95,15000,"unchecked",25.09,663.91,"renovation",348.95,1372.48,"q3",14291.43,0,0,55000,708.57,31850,13,1
0,75.1,25.8,"b",0,0,14457.38,6924.69," 5 yrs",0,37,"10+",16700,498.04,16700,"checked",25.92,4682.07,"debt",498.04,6924.69,"q7",14457.38,0,0,57982,2242.62,16818,18,0
0,67.7,16.55,"a",0,0,14012.81,1580.53," 3 yrs",0,19,"9",15000,531.44,15000,"unchecked",19.94,593.34,"renovation",531.44,1572.63,"q4",13942.75,1,0,63000,987.19,14970,13,1
0,73.6,7.9,"a",0,0,0,10809.335447," 3 yrs",0,20,"3",9600,300.39,9600,"checked",7.42,1209.34,"renovation",901.93,10809.34,"q1",0,0,0,145000,9600,6697,6,2
0,79.5,15.1,"a",0,0,0,27118.429506," 3 yrs",0,59,"10+",24000,833.15,24000,"partial",32.92,3118.43,"debt",18788.85,27118.43,"q3",0,0,0,65000,24000,14292,15,0
0,55,10.16,"a",0,0,0,17361.6822255," 3 yrs",0,22,"10+",15000,485.14,15000,"unchecked",23.33,2361.68,"debt",3786.85,17361.68,"q2",0,0,0,48000,15000,16437,8,0
0,69.6,18.25,"a",0,0,0,6412.51," 3 yrs",0,32,"2",5000,181.39,5000,"unchecked",17.08,1412.51,"debt",1696.37,6412.51,"q4",0,0,0,38000,5000,5672,14,1
1,36.8,15.61,"a",0,0,13309.82,2596.38," 3 yrs",0,28,"9",15000,524.48,15000,"partial",34.18,906.2,"debt",524.48,2574.74,"q4",13198.91,0,0,60000,1690.18,6112,16,0
0,55.8,11.44,"b",0,0,7298.04,3617.92," 3 yrs",0,14,"10+",10000,329.48,10000,"unchecked",12.93,915.96,"debt",329.48,3617.92,"q2",7298.04,0,0,70000,2701.96,4244,6,0
0,36.4,6.03,"a",0,0,7047.14,5678.45," 3 yrs",0,30,"< 1",12000,365.23,12000,"partial",29.5,725.59,"cc",365.23,5678.45,"q1",7047.14,0,0,40000,4952.86,16028,16,1
0,62.1,12.69,"a",0,0,13656.83,4516.66," 3 yrs",0,51,"8",16875,566.07,16875,"checked",17.2,1298.49,"debt",566.07,4516.66,"q3",13656.83,2,1,65000,3218.17,12232,26,0
0,5.6,10.37,"a",0,0,334.64,18181.91," 5 yrs",15.43,36,"10+",14400,308.59,14400,"partial",22.6,4101.11,"debt",308.59,18181.91,"q2",334.64,0,0,30000,14065.37,3587,9,2
0,10.9,19.22,"a",0,0,0,15098.1933715," 5 yrs",0,51,"2",14000,364.87,14000,"checked",7.26,1098.19,"debt",13638.85,15098.19,"q4",0,1,0,144200,14000,1848,14,1
0,28.2,10.99,"b",0,0,11143.48,1211.4," 3 yrs",0,25,"5",12000,392.81,12000,"partial",25.37,354.88,"debt",392.81,1211.4,"q2",11143.48,1,0,65000,856.52,8294,16,1
0,55.7,16.99,"b",0,0,9874.84,2146.56," 5 yrs",0,30,"< 1",10850,269.6,10850,"partial",19.43,1171.4,"debt",269.6,2146.56,"q4",9874.84,0,0,40696,975.16,9865,24,2
0,23.2,7.89,"b",0,0,6794.19,1498.23," 3 yrs",0,34,"8",8000,250.29,8000,"partial",14.4,292.42,"debt",250.29,1498.23,"q1",6794.19,0,0,75000,1205.81,21195,18,1
0,84.9,13.33,"b",0,0,5012.28,1410.73," 3 yrs",0,20,"3",6000,203.12,6000,"unchecked",16.16,423.01,"renovation",203.12,1410.73,"q3",5012.28,0,0,84800,987.72,42609,13,0
0,19.2,13.33,"a",0,0,9279.06,1769.52," 3 yrs",0,30,"< 1",10500,355.46,10500,"partial",15.23,548.58,"debt",355.46,1769.52,"q3",9279.06,0,0,55000,1220.94,10340,23,3
0,35.1,12.29,"b",0,0,19263.52,1329.83," 5 yrs",0,18,"10+",20000,447.83,20000,"unchecked",5.12,593.35,"debt",447.83,1329.83,"q3",19263.52,0,0,130000,736.48,2950,10,0
0,40.2,22.4,"a",2638.25,474.885,0,8205.74," 5 yrs",0,59,"1",20000,556.94,20000,"partial",15.66,3569.89,"cc",556.94,8195.49,"q5",0,2,0,82000,1997.6,12954,27,6
0,71.5,15.61,"a",0,0,4354.82,1716.69," 3 yrs",0,17,"7",5500,192.31,5500,"checked",17.52,571.51,"cc",192.31,1716.69,"q4",4354.82,0,2,40000,1145.18,54728,10,1
0,56.3,12.29,"a",0,0,11316.75,3726.04," 3 yrs",0,18,"10+",14000,466.95,14000,"partial",22.43,1042.79,"debt",466.95,3726.04,"q3",11316.75,0,0,55000,2683.25,19663,15,0
0,44.6,9.49,"b",0,0,16432.47,5459.13," 5 yrs",21,42,"8",20000,419.94,20000,"partial",15.43,1870.6,"debt",419.94,5459.13,"q2",16432.47,0,0,43659,3567.53,10616,25,1
0,29.2,7.9,"b",0,0,2472.49,3647.07," 3 yrs",0,20,"6",5550,173.67,5550,"partial",12,569.56,"cc",173.67,3647.07,"q1",2472.49,0,0,40000,3077.51,6048,7,0
0,34.1,10.99,"b",0,0,15686,6956," 5 yrs",0,28,"3",20000,434.75,20000,"checked",12.02,2642,"debt",434.75,6956,"q2",15686,0,2,2e+05,4314,26783,8,0
0,72.7,17.27,"a",0,0,0,31564.2259433," 3 yrs",0,34,"6",25000,894.69,25000,"partial",10.29,6564.23,"debt",9204.63,31564.23,"q3",0,0,0,80000,25000,23130,10,1
0,68.8,9.17,"a",0,0,0,15279.67," 3 yrs",0,29,"10+",14000,446.31,14000,"unchecked",15.76,1279.67,"renovation",9477.64,15279.67,"q2",0,0,0,76000,14000,7775,14,0
0,40.5,11.99,"a",0,0,3066.78,8418.65," 3 yrs",0,26,"4",9750,323.8,9750,"partial",7.24,1735.43,"debt",323.8,8418.65,"q2",3066.78,3,0,30000,6683.22,5474,9,0
0,72.8,26.06,"b",0,0,35000,0," 5 yrs",0,55,"6",35000,1049.17,35000,"checked",27.31,0,"debt",0,0,"q6",34750,0,0,116500,0,50265,43,3
0,41.8,18.54,"b",0,0,0,16628.66," 5 yrs",0,31,"3",14800,380.19,14800,"partial",29.91,1828.66,"cc",13997.82,16628.66,"q5",0,2,0,39000,14800,9809,20,2
